,title,1,2,3,4
250,[MASHUP] 죽을 만큼 아픈 우연_MC몽 & 헤이즈 (죽을 만큼 아파서 X 헤픈 우연) (Extended) (KOEN).3gpp.mp3,10.0,1.0,2.0,4.0
251,[MIX & MAX] Break My Heart Myself covered by ITZY YEJI & RYUJIN (예지 & 류진) (4K).3gpp.mp3,9.0,1.0,4.0,4.0
252,[MV] 10CM _ Gradation(그라데이션).3gpp.mp3,8.0,0.0,0.0,2.0
253,[MV] BEO(비오) _ Complex(자격지심) (Feat ZICO).3gpp.mp3,7.0,4.0,2.0,1.0
254,[MV] Choi Yu Ree(최유리) - 잘 지내자 우리.3gpp.mp3,10.0,0.0,4.0,0.0
255,[MV] Heize(헤이즈) - Youre Cold (더 많이 사랑한 쪽이 아프대).3gpp.mp3,9.0,0.0,4.0,4.0
256,[MV] HIGH4 IU(하이포 아이유) _ Not Spring Love or Cherry Blossoms(봄사랑벚꽃 말고).3gpp.mp3,8.0,2.0,2.0,8.0
257,[MV] Jeong Eun Ji(정은지) _ Hopefully sky(하늘바라기) (Feat 하림).3gpp.mp3,9.0,0.0,0.0,3.0
258,[MV] Kim Tae Wook(김태욱) _ You live in my heart(김태욱의 마음에는 그대가 살고 있나봐) (한강 ver).3gpp.mp3,7.0,2.0,4.0,5.0
259,[MV] Lee Ju Hyuk(이주혁) _ Meet you at the Laundromat(세탁소에서 만나요).3gpp.mp3,9.0,2.0,2.0,1.0
260,[MV] LUCY _ Flowering(개화).3gpp.mp3,7.0,5.0,3.0,3.0
261,[MV] MAMAMOO(마마무) _ Dingga(딩가딩가).3gpp.mp3,8.0,4.0,4.0,5.0
262,[MV] MC MONG(MC몽) _ Love mash(사랑 범벅) (Feat Chancellor(챈슬러) of the channels).3gpp.mp3,10.0,1.0,5.0,0.0
263,[MV] NORAZO(노라조) - SHOWER(샤워).3gpp.mp3,10.0,4.0,4.0,3.0
264,[MV] PENTAGON(펜타곤) _ Shine(빛나리).3gpp.mp3,8.0,3.0,5.0,5.0
265,[MV] RYEOWOOK(려욱) _ Starry Night(별이 쏟아지는 밤).3gpp.mp3,9.0,2.0,2.0,2.0
266,[MV] SEVENTEEN(세븐틴) - 울고 싶지 않아 (Dont Wanna Cry).3gpp.mp3,9.0,5.0,3.0,3.0
267,[MV] Yang Da Il (양다일) _ lie (미안해).3gpp.mp3,9.0,3.0,0.0,2.0
268,[MV] 수지(Suzy) 백현(BAEKHYUN) - Dream.3gpp.mp3,9.0,2.0,4.0,3.0
269,[MV]미스터 션샤인 OST Part 7 하현상 - 바람이 되어 뮤직비디오 미스터션샤인  Mr Sunshine EP11  tvN 180811 방송.3gpp.mp3,7.0,2.0,3.0,4.0
270,[MV]은가은 - 슬픈 바람 (밤을 걷는 선비 Part 2) kpop ost kdrama.3gpp.mp3,8.0,3.0,0.0,1.0
271,[Official Audio] 양지은 - 운명처럼 다시 오세요 (금혼령 X 양지은).3gpp.mp3,9.0,0.0,5.0,0.0
272,[Official] TP RETRO (타디스 프로젝트) - 오늘도 그대만 (Feat 정동원) (Even Today Only You).3gpp.mp3,9.0,3.0,4.0,0.0
273,[PRODUCE 48] Memory Fabricators (기억 조작단) - 너에게 닿기를 (To reach you) [HANROMENG Color Coded Lyrics].3gpp.mp3,9.0,5.0,1.0,2.0
274,[Tik Tok] She -Jami Soul  NVS MUSIC OFFICIAL.3gpp.mp3,7.0,4.0,5.0,4.0
275,[告白气球]주걸륜히트곡고백풍선(가사 병음 한글자막).3gpp.mp3,8.0,0.0,0.0,2.0
276,[有何不可]귀여운 짝사랑노래 안될게 뭐 있어(가사 병음 한글자막).3gpp.mp3,10.0,4.0,3.0,2.0
277,[有点甜]중국에서 최고로 달달한 사랑노래달콤해(가사 병음 한글자막).3gpp.mp3,7.0,4.0,5.0,3.0
278,[欲言又止]아련한 사랑노래 말하려다 멈췄어(가사 병음 한글자막).3gpp.mp3,10.0,2.0,0.0,4.0
279,[盗将行]유명한 중국사극풍노래도둑장군(가사병음한글자막).3gpp.mp3,9.0,0.0,4.0,5.0
280,[繁星四月]투즈야히트곡별이 많은 4월(가사병음한글자막).3gpp.mp3,9.0,0.0,1.0,2.0
281,[가사 번역] 브루노 마스 (Bruno Mars) - The Lazy Song.3gpp.mp3,10.0,1.0,4.0,3.0
282,[가사] 정승환 (Jung Seung Hwan) - 눈사람 (The Snowman).3gpp.mp3,8.0,4.0,5.0,4.0
283,[가사] 주니엘 편지  조금 어른이 된 너와 내가 그곳에 당연한 듯이 함께 서 있기를 (JUNIEL - Letter).3gpp.mp3,10.0,2.0,2.0,4.0
284,[가사해석] Loote - Tomorrow Tonight.3gpp.mp3,8.0,1.0,1.0,5.0
285,[놀면 뭐하니 후공개] MSG 워너비 TOP8 블라인드 오디션 풀영상 [정기석 - 좋니] (Hangout with Yoo - MSG Wannabe YooYaHo).3gpp.mp3,9.0,1.0,2.0,4.0
286,[놀면 뭐하니 후공개] MSG 워너비 최종경연 무대 풀영상 [정상동기 - 체념]  (Hangout with Yoo - MSG Wannabe YooYaHo).3gpp.mp3,10.0,5.0,4.0,1.0
287,[놀면 뭐하니] 다시 듣고 싶은 경연곡 1위! 아차산 ＜인형＞ ♬ MBC 210710 방송.3gpp.mp3,10.0,1.0,5.0,5.0
288,[로스트아크｜OST] Sweet Dreams My Dear - 소향(SoHyang) (Ver Kor) LOST ARK Official Soundtrack.3gpp.mp3,10.0,3.0,3.0,1.0
289,[리믹스] Mood & Way Back Home - 24kGoldn & SHAUN.3gpp.mp3,10.0,5.0,4.0,5.0
290,[미스터 션샤인 OST] 멜로망스 - 좋은 날 (Good Day) COVER.3gpp.mp3,9.0,5.0,4.0,3.0
291,[사극Ver] 내 마음의 사진 (사랑의 불시착 OST).3gpp.mp3,7.0,0.0,3.0,5.0
292,[세로라이브] 이적 - 나침반.3gpp.mp3,10.0,1.0,3.0,0.0
293,[옌커버YEN COVER] 린 - 시간을 거슬러 (해를 품은 달 ost) Covered by YEN  한복입고 💕.3gpp.mp3,10.0,3.0,0.0,0.0
294,[옷소매붉은끝동] OST 이선희 ＂그대 손 놓아요＂(Full ver) MBC 220101 방송.3gpp.mp3,10.0,5.0,0.0,0.0
295,[우타이테 3D입체음향] 구루타밍X유이콘누-이 실없이 멋진 세계는 나를 위해 있어 [PV자막].3gpp.mp3,8.0,3.0,2.0,3.0
296,[우타이테 3D입체음향] 메가테라제로-아침을 마시다 [자막고음질].3gpp.mp3,10.0,0.0,5.0,4.0
297,[이어폰소름] 꼭두각시 피에로 (からくりピエロ).3gpp.mp3,9.0,0.0,0.0,4.0
298,[일본어 해석] 기리보이 - 호구 (Feat 브라더수) (Prod Fisherman of wybh) [호구]│가사 Lyrics.3gpp.mp3,8.0,2.0,0.0,3.0
299,[직키픽🔥🔥🔥] 제발 한 번만 잡솨봐😭😭 Tom Grennan - Something Better (2020) [가사번역].3gpp.mp3,9.0,3.0,3.0,5.0
300,[진격의 거인 4기 2쿨 엔딩 full] 악마의 아이 (가사발음해석) ヒグチアイ「悪魔の子」.3gpp.mp3,9.0,2.0,2.0,1.0
301,[침대점령] 심규선 (Lucia) - 아라리 COVER.3gpp.mp3,9.0,4.0,1.0,5.0
302,[팝송] Chris James - Make The Move(한글가사해석lyrics).3gpp.mp3,10.0,3.0,5.0,1.0
303,[한국어 번역 발음] Uma to Shika (말과 사슴) - 요네즈 켄시.3gpp.mp3,10.0,1.0,0.0,3.0
304,[한글자막] 교복 입은 펑티모 불계소녀(佛系少女) 연봉 100억 BJ의 달달한 미소.3gpp.mp3,7.0,0.0,1.0,1.0
305,[한글자막]아이묭 - 사랑을 전하고 싶다던가 라이브 (あいみょん - 愛を伝えたいだとか LIVE).3gpp.mp3,10.0,0.0,2.0,4.0
306,[𝐌𝐕] 신지훈_시가 될 이야기.3gpp.mp3,7.0,5.0,4.0,4.0
307,리쌍 (LeeSSang) Feat ALi - 발레리노 (Ballerino) Official MV.3gpp.mp3,10.0,2.0,2.0,5.0
308,사랑했나봐 - Yoon Do-Hyun (English Cover).3gpp.mp3,7.0,1.0,1.0,5.0
309,애인 만들기 (Making A Lover) - SS501  Cover by Chris Andrian Yang.3gpp.mp3,8.0,4.0,5.0,0.0
310,✨ 사계각가 [ 四季刻歌 ] - Kurousagi Uru  한글번역  고음질.3gpp.mp3,10.0,4.0,0.0,4.0
311,✨틱톡에서 히트친 중국 노래✨ 평범하게 네 곁에 있고 싶어 - 왕치치 한국어 COVER by 커버리스트.3gpp.mp3,7.0,2.0,2.0,5.0
312,❤️‍🩹내 미래였는데 과거가 되어버린 너  Peder Elias - When I’m Still Getting Over You (ft Paige) [가사해석].3gpp.mp3,10.0,0.0,1.0,3.0
313,「YOASOBI - 夜に駆ける」をアレンジしてベース弾いてみた （Bass cover）.3gpp.mp3,8.0,0.0,1.0,2.0
314,「サムライハート 사무라이하트 Some Like It Hot!!  SPYAIR 」│Cover by Darlim&Hamabal.3gpp.mp3,8.0,0.0,4.0,5.0
315,「夜に駆ける」- YOASOBI Band Cover.3gpp.mp3,8.0,2.0,4.0,5.0
316,「海の声」 フルver  浦島太郎（桐谷健太） 【公式】.3gpp.mp3,10.0,3.0,0.0,5.0
317,「香水  瑛人 」 │Cover by Darlim&Hamabal.3gpp.mp3,7.0,1.0,4.0,1.0
318,【 4K  R&B 】 『 夜に駆ける 』 ( 밤을 달리다 ) - YOASOBI - 【韓日字幕  한일자막】.3gpp.mp3,7.0,4.0,0.0,4.0
319,【 꽃감이  】 - 『 사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네 ( Baby I need you ) 』 ( cover ).3gpp.mp3,7.0,1.0,2.0,3.0
320,【 꽃감이 】 - 『 호랑수월가 ( Horangsuwolga ) 』 ( cover ).3gpp.mp3,9.0,4.0,5.0,4.0
321,【96猫】ツギハギスタッカートを歌ってみた.3gpp.mp3,7.0,2.0,4.0,3.0
322,【HD】愛在雨過天晴時  戀如雨止 ED - Aimer - Refrain【中日字幕】.3gpp.mp3,7.0,2.0,0.0,0.0
323,【MV】春に揺られど君想う feat こぴ  コバソロ.3gpp.mp3,7.0,1.0,5.0,2.0
324,【nameless】ミュージックミュージック　歌ってみた。.3gpp.mp3,8.0,2.0,1.0,2.0
325,【そんなふいんきで歌ってみた】だれかの心臓になれたなら【ぐるたみん】.3gpp.mp3,8.0,2.0,5.0,3.0
326,【パプリカ】ダンス ミュージックビデオ  Foorin×米津玄師  NHK.3gpp.mp3,8.0,5.0,5.0,5.0
327,【女性が歌う】 感電／米津玄師【アカペラ】.3gpp.mp3,8.0,0.0,4.0,1.0
328,【女性が歌う】キセキ GReeeeN (cover by 近藤真由).3gpp.mp3,10.0,5.0,2.0,5.0
329,【女性が歌う】パプリカFoorin米津玄師(Covered by コバソロ&こぴ).3gpp.mp3,9.0,0.0,5.0,1.0
330,【女性が歌う】別の人の彼女になったよ  wacci(Covered by コバソロ & 相沢).3gpp.mp3,10.0,0.0,5.0,2.0
331,【男性が歌う】 夜に駆けるメドレー／YOASOBI (アカペラcover).3gpp.mp3,8.0,5.0,1.0,2.0
332,【팝송】 나탈리 그러지 마 RAYE - Natalie Don’t (한글가사해석lyrics).3gpp.mp3,7.0,1.0,3.0,0.0
333,【팝송으로 배우는 중국어】 사랑의 마법(爱的魔法).3gpp.mp3,8.0,4.0,5.0,2.0
334,いのちの名前 (木村弓) arranged 2021ver／ダズビー COVER.3gpp.mp3,8.0,3.0,0.0,2.0
335,ずっと真夜中でいいのに。『MILABO』MV（ZUTOMAYO - MILABO）.3gpp.mp3,7.0,1.0,3.0,0.0
336,ずっと真夜中でいいのに。『お勉強しといてよ』MV（ZUTOMAYO - STUDY ME）.3gpp.mp3,9.0,4.0,2.0,5.0
337,ずっと真夜中でいいのに。『勘ぐれい』MV（ZUTOMAYO - Hunch Gray）.3gpp.mp3,8.0,5.0,2.0,1.0
338,ずっと真夜中でいいのに。『勘冴えて悔しいわ』MV (ZUTOMAYO - Kansaete Kuyashiiwa).3gpp.mp3,9.0,0.0,3.0,2.0
339,ただ声一つ(그저 목소리 하나) - ロクデナシ(로쿠데나시) 일본어 독음 가사.3gpp.mp3,8.0,5.0,1.0,4.0
340,だれかの心臓になれたならのラップバージョン【ユリイ・カノン】.3gpp.mp3,8.0,1.0,1.0,1.0
341,ちゃんみな - ハレンチ (Official Music Video) -.3gpp.mp3,8.0,3.0,5.0,5.0
342,もう寂しくなんかないの【洋楽和訳】Not Sad Anymore Clara Mae.3gpp.mp3,8.0,1.0,1.0,2.0
343,ヨルシカ - ただ君に晴れ (MUSIC VIDEO).3gpp.mp3,7.0,4.0,2.0,0.0
344,ヨルシカ - だから僕は音楽を辞めた (Music Video).3gpp.mp3,10.0,2.0,3.0,1.0
345,ヨルシカ - 春泥棒（OFFICIAL VIDEO）.3gpp.mp3,8.0,5.0,0.0,5.0
346,ヨルシカ - 雨とカプチーノ(Official Video).3gpp.mp3,8.0,4.0,4.0,3.0
347,ヨルシカ(요루시카) - 花人局(꽃의 미인계)[한국어 가사번역].3gpp.mp3,10.0,3.0,0.0,5.0
348,ロクデナシ「ただ声一つ」 Rokudenashi - One Voice【Official Music Video】.3gpp.mp3,8.0,5.0,3.0,3.0
349,冯提莫 -  胜屿 (完整版) - AuroraCực quang - Phùng Đề Mạc.3gpp.mp3,10.0,5.0,0.0,5.0
350,冯提莫《勾指起誓》.3gpp.mp3,8.0,4.0,4.0,5.0
351,冯提莫《爱的魔法》.3gpp.mp3,7.0,5.0,3.0,4.0
352,冯提莫回忆串烧：童话+痴心绝对+孤单北半球+遗失的美好.3gpp.mp3,8.0,3.0,5.0,5.0
353,冯提莫翻唱周深《大鱼》.3gpp.mp3,10.0,0.0,3.0,3.0
354,劉增瞳 - 你從不知道【動態歌詞】.3gpp.mp3,10.0,4.0,2.0,1.0
355,十豆彡 - 这就是爱吗【動態歌詞Lyrics Video】.3gpp.mp3,7.0,0.0,0.0,3.0
356,司南 - 冬眠【動態歌詞Lyrics Video】.3gpp.mp3,9.0,2.0,2.0,1.0
357,和ぬか - 寄り酔い  와누카 - 취기  요리요이  Tipsy  한국어+발음+가사  full ver.3gpp.mp3,10.0,4.0,1.0,2.0
358,夜に駆ける  YOASOBI ギター弾いてみた Guitar Cover.3gpp.mp3,10.0,0.0,1.0,0.0
359,夜撫でるメノウ全糖の少女-L1VETRemix.3gpp.mp3,9.0,2.0,3.0,4.0
360,如果的事-Superluckyqi(만약의 일-Superluckyqi) 가사 해석 [여과적사].3gpp.mp3,10.0,4.0,2.0,1.0
361,寄り酔い (和ぬか) acoustic arrange ver／ダズビー COVER.3gpp.mp3,9.0,2.0,0.0,3.0
362,张远 - 嘉宾【韩文版 Korean version】｜COVER 豹子男｜OUBA MUSIC.3gpp.mp3,7.0,2.0,5.0,0.0
363,我一点都不想你-BigYear大年(너 하나도 안 보고 싶어-BigYear大年) 가사 해석.3gpp.mp3,10.0,1.0,0.0,2.0
364,我们的爱+千年之恋+Lydia+我要飞+你的微笑 (冯提莫翻唱飞儿乐团歌曲专场).3gpp.mp3,8.0,3.0,1.0,2.0
365,杨胖雨 - 这就是爱吗【動態歌詞Lyrics Video】.3gpp.mp3,10.0,1.0,0.0,4.0
366,泣きながら「心做し」歌ってみた Piano ver【こはならむ】.3gpp.mp3,10.0,2.0,5.0,0.0
367,王七七 - 來到我的城市  ✤那就來到我的城市異地真的不好過✤【高音質動態歌詞Lyrics】【Chinese Music】.3gpp.mp3,7.0,0.0,4.0,5.0
368,王七七《月夜》【水怪 Water Monster OST電影插曲】官方高畫質 Official HD MV.3gpp.mp3,7.0,5.0,2.0,0.0
369,王七七梨子 - 談戀愛【高音質】.3gpp.mp3,9.0,1.0,4.0,3.0
370,王伟丞 - 暖暖 (Cover 梁静茹)【動態歌詞Lyrics Video】.3gpp.mp3,9.0,3.0,1.0,3.0
371,王贰浪 - 把回忆拼好给你【動態歌詞Lyrics Video】.3gpp.mp3,7.0,5.0,3.0,1.0
372,白日  King Gnu [Covered by GARNiDELiA].3gpp.mp3,10.0,2.0,3.0,2.0
373,米津玄師  - Flamingo  Kenshi Yonezu.3gpp.mp3,10.0,1.0,2.0,2.0
374,米津玄師  - Lemon  Kenshi Yonezu.3gpp.mp3,9.0,5.0,1.0,0.0
375,米津玄師  - orion  Kenshi Yonezu.3gpp.mp3,9.0,0.0,0.0,1.0
376,米津玄師 - LOSER  Kenshi Yonezu.3gpp.mp3,9.0,1.0,5.0,5.0
377,米津玄師 - パプリカ  Kenshi Yonezu - PAPRIKA.3gpp.mp3,8.0,0.0,5.0,4.0
378,米津玄師 - 感電   Kenshi Yonezu - KANDEN.3gpp.mp3,9.0,5.0,2.0,2.0
379,米津玄師(요네즈 켄시) MV「아이네 클라이네」(アイネクライネ) 한글 자막.3gpp.mp3,7.0,4.0,5.0,5.0
380,米津玄師　MV『vivi』.3gpp.mp3,7.0,1.0,0.0,3.0
381,縁 (ヒグチアイ) ／ダズビー COVER.3gpp.mp3,10.0,1.0,1.0,1.0
382,胖虎 - 白月光與朱砂痣「白月光在照耀，你才想起她的好」【動態歌詞pīn yīn gē cí】.3gpp.mp3,7.0,1.0,5.0,2.0
383,胜屿 - 欧若拉 (翻自 張韶涵 Angela Zhang)【動態歌詞Lyrics Video】.3gpp.mp3,10.0,5.0,4.0,0.0
384,零一九零贰 - 忘川彼岸 (DJ名龙版)「我跨過忘川也走過彼岸，期盼她還能夠回頭看」【動態歌詞pīn yīn gē cí】.3gpp.mp3,7.0,5.0,5.0,0.0
385,香水    瑛人 (Official Music Video).3gpp.mp3,9.0,0.0,2.0,4.0
386,香水  瑛人（キャンプファイヤーセッション🔥🎵Cover）.3gpp.mp3,9.0,5.0,0.0,5.0
387,麦小兜 - 下山【動態歌詞Lyrics Video】.3gpp.mp3,10.0,5.0,4.0,1.0
388,가사 존나 슬프네🥹  Bruno Mars - When I Was Your Man [가사해석lyrics].3gpp.mp3,7.0,2.0,0.0,1.0
389,가슴이 웅장해지는 개띵곡🌑🔥 Unlike Pluto - Everything Black [가사해석lyrics].3gpp.mp3,8.0,1.0,1.0,3.0
390,가을 타나 봐 Fall in Fall.3gpp.mp3,9.0,3.0,2.0,2.0
391,강산도 앞길을 막지 못하리라 (山止川行 shān zhĭ chuān xíng) - 부차이 (不才)  가사해석 번역 병음 발음 [중국노래  추천].3gpp.mp3,7.0,0.0,1.0,2.0
392,결(KYUL) - 가끔 연락하던 애 Someone You Used to Know (with Lyric).3gpp.mp3,8.0,1.0,4.0,2.0
393,결(KYUL) - 똑같은 만남 다른 사람 Still the same (Audio updated).3gpp.mp3,7.0,2.0,1.0,5.0
394,결(KYUL) - 아픔이 아문 건지 Feel Better.3gpp.mp3,9.0,3.0,2.0,3.0
395,경서 - 나의 X에게  가사.3gpp.mp3,8.0,2.0,1.0,1.0
396,경서 - 밤하늘의 별을 (2020)  가사.3gpp.mp3,7.0,3.0,0.0,0.0
397,경제환 - 니가 돌아올 희망은 없다는 걸 알아 🧨 무조건 뜬다 이노래.3gpp.mp3,8.0,5.0,3.0,0.0
398,계속 한밤중이면 좋을 텐데 - 감 그레이 (가사 발음 해석) ずっと真夜中でいいのに。『勘ぐれい』（ZUTOMAYO - Hunch Gray）즛토마요.3gpp.mp3,8.0,1.0,4.0,5.0
399,계속 한밤중이면 좋을 텐데 - 뇌리 위의 크래커 (한글자막) [ZUTOMAYO - 脳裏上のクラッカー].3gpp.mp3,10.0,5.0,2.0,3.0
400,고백하면 분명 곤란해하겠지✨ 이쿠타 리라(vocal of YOASOBI) - 스파클(スパークル) [가사발음한글 자막해석].3gpp.mp3,10.0,5.0,5.0,4.0
401,광화문에서 At Gwanghwamun.3gpp.mp3,8.0,4.0,1.0,8.0
402,괜찮아 모든 게 잘 풀릴 거야  𝗟𝗮𝘂𝘃 - 𝗖𝗵𝗮𝗻𝗴𝗲𝘀 [가사해석자막lyrics].3gpp.mp3,10.0,1.0,4.0,1.0
403,구루타밍 only my railgun(자체자막O).3gpp.mp3,10.0,0.0,3.0,3.0
404,구름같은 다정함으로 안아줄게🌼 아이묭 - 마리골드(marigold) [가사발음해석].3gpp.mp3,9.0,1.0,0.0,5.0
405,귀멸의 칼날 극장판무한열차 ED 【炎】- LiSA 한글자막.3gpp.mp3,9.0,1.0,5.0,3.0
406,귀여운 사랑 노래 《사랑은 바로 너야 (爱的就是你  Love is you) 》 COVER by Fengtimo.3gpp.mp3,8.0,3.0,0.0,4.0
407,귀염귀염열매 능력자 펑티모가 부르는 《고백풍선  告白气球》 주걸륜의 스윗한 노래 COVER by Fengtimo 冯提莫.3gpp.mp3,10.0,5.0,4.0,5.0
408,그 사랑에서 도망쳐💙 와누카(和ぬか) - 사랑의 도주(ラブの逃走) [가사발음한글 자막해석].3gpp.mp3,10.0,4.0,1.0,2.0
409,그녀는 무엇을 생각하고 있을까🥀 아이묭 - 살아왔던거구나(生きていたんだよな) [가사해석발음].3gpp.mp3,10.0,2.0,5.0,4.0
410,그대여 (公子呀 공자하) - 딴종 (蛋总 단총)  가사해석 번역 병음 발음 [중국노래  틱톡].3gpp.mp3,8.0,1.0,3.0,1.0
411,그때 그 아인 (Someday The Boy).3gpp.mp3,8.0,9.0,4.0,1.0
412,그땐 그땐 죽을 만큼 헤픈 우연 - 슈프림팀 & MC몽 & 헤이즈.3gpp.mp3,9.0,1.0,4.0,3.0
413,그림자에서도 네가 보이는 걸🌙 아이묭 - 사랑을 했으니까(恋をしたから) [가사한글 발음한국어 자막 해석].3gpp.mp3,10.0,2.0,3.0,5.0
414,기리보이 (Giriboy) - 을 (Feat BlG Naughty (서동현))ㅣLyrics가사.3gpp.mp3,9.0,4.0,4.0,2.0
415,김대명 - 가을 우체국 앞에서 (슬기로운 의사생활2 OST PART02)  가사.3gpp.mp3,9.0,3.0,3.0,4.0
416,김승민 - 수월경화(水月鏡花) (Feat Milena) [수월경화(水月鏡花)]ㅣLyrics가사.3gpp.mp3,7.0,4.0,1.0,5.0
417,꽃 길 (Flower Road).3gpp.mp3,8.0,2.0,3.0,5.0
418,꽃다운 여인 (夭娘 yāo niáng) - 쓰난 (司南).3gpp.mp3,10.0,3.0,3.0,5.0
419,끼부리지마 (Dont Flirt).3gpp.mp3,10.0,0.0,2.0,8.0
420,나라를 기울어지게 할 만큼의 미인 붉은 말.3gpp.mp3,9.0,2.0,4.0,2.0
421,나루토 16기 op - 실루엣  아마츠키 커버.3gpp.mp3,10.0,0.0,1.0,1.0
422,나를 갖고 놀아도 어떡해 The Vamps - Just My Type (2018) [가사해석].3gpp.mp3,7.0,1.0,3.0,1.0
423,난 너를 - 김필.3gpp.mp3,8.0,4.0,5.0,5.0
424,내 영화의 주인공이 되어줄래🎬 115만 킬로의 필름 - 오피셜히게단디즘 [가사발음해석].3gpp.mp3,10.0,5.0,4.0,5.0
425,내가 가장 사랑했던 너에게 Lukas Graham - Happy For You [가사해석번역lyrics].3gpp.mp3,7.0,1.0,5.0,3.0
426,내일 세계가 끝난대🌏  요아소비 - 앙코르(アンコール) [가사한글 발음해석].3gpp.mp3,10.0,2.0,3.0,2.0
427,내일의 밤하늘 초계반 (アスノヨゾラ哨戒班) ／ Akie秋絵x夏璃夜.3gpp.mp3,8.0,4.0,4.0,1.0
428,너가 좋은사람이 되길 바랬던 내가 나쁜걸까  Sam Tompkins - Charlie [가사자막해석Lyrics].3gpp.mp3,8.0,4.0,5.0,3.0
429,너도 날 진심으로 좋아하는 줄 알았지  Madison Beer - Reckless [가사해석번역lyrics].3gpp.mp3,10.0,3.0,0.0,0.0
430,너를 위한 달콤한 굴복  𝑾𝒉𝒚 𝑫𝒐𝒏𝒕 𝑾𝒆 - 𝑭𝒂𝒍𝒍𝒊𝒏 [가사해석자막].3gpp.mp3,7.0,4.0,1.0,1.0
431,너를생각해 × way back home.3gpp.mp3,7.0,3.0,1.0,3.0
432,너만 있으면 괜찮아🖼️ 스다 마사키 - 틀린그림찾기 (まちがいさがし Machigaisagashi) [가사해석발음].3gpp.mp3,9.0,2.0,2.0,3.0
433,너무 늦었지만 잘 지내🌙 아야세(요아소비) - 밤을 위로하는 마노(夜撫でるメノウ) [가사한글 발음해석].3gpp.mp3,8.0,5.0,0.0,2.0
434,너에게 돌아갈거야 Selena Gomez - Back To You [가사해석자막lyrics].3gpp.mp3,8.0,3.0,4.0,0.0
435,너와 나누고 싶어 (分你一半).3gpp.mp3,8.0,2.0,2.0,4.0
436,너의 행복을 위해 모르는 척할게 😂 Alex Sampson - Play Pretend [가사가사해석가사번역lyrics].3gpp.mp3,10.0,2.0,4.0,3.0
437,널 지옥으로 데려갈 거야  Ava Max - Take You To Hell [가사해석].3gpp.mp3,8.0,4.0,5.0,3.0
438,네가 떠나던 날 (当你走了 당니주료) - 우준 (吾尊 오존)  가사해석 번역 병음 발음 [중국노래  틱톡].3gpp.mp3,7.0,0.0,3.0,2.0
439,네가 없는 난 어떡해야 해 (没有你了我怎么办 méi yǒu nǐ le wǒ zěn me bàn) - 가오카이웨이 (高恺蔚).3gpp.mp3,9.0,4.0,2.0,0.0
440,노력에 보답받지 못해도❄️ Mrs Green Apple🍏 - 나라는 것(僕のこと) [가사발음한글 자막해석].3gpp.mp3,9.0,1.0,2.0,4.0
441,눈꽃처럼.3gpp.mp3,10.0,2.0,2.0,1.0
442,다시 사랑한다면 - 김필 ver  cover.3gpp.mp3,9.0,0.0,4.0,5.0
443,달빛과 홍조 (白月光与朱砂痣 bái yuè guāng yǔ zhū shā zhì) - 따즈 (大籽).3gpp.mp3,8.0,0.0,2.0,2.0
444,달을 보며 너를 기다려🌙 아이묭 - 흔들흔들(yurayura) [가사해석발음].3gpp.mp3,9.0,2.0,5.0,1.0
445,달의 궁전 (广寒宫 광한궁) - 완쯔요우 (丸子呦)  가사해석 번역 병음 발음 [중국노래  틱톡].3gpp.mp3,7.0,5.0,2.0,0.0
446,더는 상처받지 않을 거야🌙 아이묭 - 히카리모노(Raw Like Sushi) [가사발음해석].3gpp.mp3,7.0,5.0,1.0,4.0
447,덤덤한 목소리의 슬픈 가사  얼룩말아 얼룩말아.3gpp.mp3,8.0,3.0,0.0,4.0
448,돌아가리라 (归去来兮 귀거래혜) - 화조우 (花粥 화죽)  가사해석 번역 병음 발음 [중국노래  틱톡].3gpp.mp3,8.0,2.0,3.0,5.0
449,디지몬 어드벤처 OP- Butterfly 일본 버전 가사.3gpp.mp3,9.0,0.0,4.0,4.0
450,떠나고 나서 후회하면 뭐해 향수(香水)EITO(瑛人) 한국어로 불러보았다  「香水」 韓国語で歌ってみた (Full Covered by AHAN) [KORJP SUB].3gpp.mp3,9.0,1.0,2.0,5.0
451,또 다시 너와의 첫키스를 원해💋 스다 마사키 - 사요나라 엘레지(さよならエレジー) [가사발음한글 해석].3gpp.mp3,7.0,4.0,4.0,5.0
452,러블리즈(Lovelyz) “찾아가세요” Official MV.3gpp.mp3,9.0,3.0,4.0,4.0
453,러블리한 펑티모가 부르는 사랑의 마법(Magic Of Love) Lovely Fengtimo 冯提莫-愛的魔法 [한글자막].3gpp.mp3,10.0,3.0,4.0,2.0
454,런치 (LUNCH) - Way Back Home (2021) [Music Video].3gpp.mp3,10.0,4.0,0.0,5.0
455,레 미제라블OST- 민중의 노래.3gpp.mp3,8.0,1.0,0.0,0.0
456,로꼬 (Loco) 화사 (마마무) - 주지마 (Above Live) (ENGCHN).3gpp.mp3,7.0,2.0,2.0,1.0
457,리밋 (Limit) - 흔해빠진 영화  가사.3gpp.mp3,9.0,0.0,2.0,2.0
458,리부【りぶ】X이토카시타로【伊東歌詞太郎】 신의 뜻대로『神のまにまに』.3gpp.mp3,7.0,3.0,2.0,1.0
